 847.0  0.16
 809.0  0.24
 829.0  0.12
 887.0  0.07
 887.0  0.16
 884.0  0.19
 876.0  0.24
 877.0  0.18
 886.0  0.24
 889.0  0.24
 898.0  0.15
 892.0  0.13
 911.0  0.07
 929.0  0.06
 929.0  0.07
 938.0  0.13
 954.0  0.15
