   1 2272 1088 
   2 2261 1072 
   3 2264 1065 
   4 2281 1038 
   5 2295 1017 
   6 2300 1004 
   7 2307  990 
   8 2316  974 
   9 2323  960 
  10 2333  946 
  11 2336  935 
  12 2352  910 
  13 2375  897 
  14 2390  890 
  15 2399  885 
  16 2409  876 
  17 2425  864 
